"dcAccrualPeriodicity","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierBG","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationreferences","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","Unnamed: 33"
"","Servei de Premsa","Barcelona. Districte 3. Sants-Montjuïc. Antoni de Capmany, Carrer (Barcelona). Marina del Prat Vermell (Barcelona : Barri)","","2013-07-04","2013-07-04","Forma part dels balanços de districte de mig mandat (2013) del mandat 2011-2015","","","application/pdf","17 p.","","","Mandat 2011-2015","http://hdl.handle.net/11703/101794","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Can Batlló (Barcelona). Centre Cívic Lleialtat Santsenca (Barcelona). Mercat de Sants (Barcelona). Centre Cultural Albareda (Barcelona)","Urbanisme i infraestructures","dossiers de premsa","Pla General Metropolità de Barcelona","Sants-Montjuïc: balanç de dos anys de govern","","text",""
"","Servei de Premsa","Barcelona","","2016","2016-03-22","","","","application/pdf","58 p.","","","","http://hdl.handle.net/11703/97342","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Infraestructures de transport. Transport urbà. Tramvies","Transport","dossiers de premsa","","Estudis previs per a la connexió de les xarxes Trambaix i Trambesòs: presentació de resultats","","text",""
"","Servei de Premsa","Barcelona","","2017-04-26","2017-04-26","","","","application/pdf","11 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102004","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Autobusos. Infraestructures de transport. Transport públic","Transport","dossiers de premsa","","La nova xarxa d'autobusos de Barcelona","","text",""
"","Servei de Premsa","Barcelona. Montbau, Pla de (Barcelona). Montbau (Barcelona : Barri). Barcelona. Districte 7. Horta-Guinardó","","2009-10-03","2009-10-03","","","","application/pdf","6 p.","DS20091003_MONTBAU","","Mandat 2007-2011","http://hdl.handle.net/11703/89806","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Urbanisme","","dossiers de premsa","","El Pla de Montbau recupera la seva imatge i el seu ús ciutadà","","text",""
"","Servei de Premsa","Barcelona","","2009-07-15","2009-07-15","","","","application/pdf","24 p.","DS20090715_WIFI","","Mandat 2007-2011","http://hdl.handle.net/11703/89801","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Projecte Barcelona WiFi. Internet sense fil","Ciència i tecnologia","dossiers de premsa","","Barcelona WiFi, la xarxa que et mou per Internet","","text",""
"","Servei de Premsa","Barcelona","","2008","2008","","","","application/pdf","7 p.","PLA_PV2008-2011_PREMSA","","Mandat 2007-2011","http://hdl.handle.net/11703/89895","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Reciclatge (Residus, etc.). Residus","Medi ambient","dossiers de premsa","Pla de Punts Verds 2008-2011 Barcelona","Pla de punts verds: 2008-2011","","text",""
"","Servei de Premsa","Barcelona","","2009-09-16","2009-09-16","","","","application/pdf","8 p.","DS20090916_ASCENSORS","","Mandat 2007-2011","http://hdl.handle.net/11703/89804","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Ascensors. Subvencions","Societat i benestar. Habitatge","dossiers de premsa","Pla d'Habitatge de Barcelona 2008-2016","El nou Programa d'ajuts incrementa d'un 40% la instal·lació d'ascensors","","text",""
"","Servei de Premsa","Barcelona","","2012-12-05","2012-12-05","","","","application/pdf","9 p.","10230","","Mandat 2011-2015","http://hdl.handle.net/11703/89824","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Nadal. Policia local. Policia. Neteja de carrers. Seguretat ciutadana. Seguretat viària","","dossiers de premsa","","Dispositiu Nadal 2012","","text",""
"","Servei de Premsa","Barcelona","","2014-11-19","2014-11-19","","","","application/pdf","7 p.","16766","","Mandat 2011-2015","http://hdl.handle.net/11703/89876","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Telèfons intel·ligents. Ciutats","Ciència i tecnologia. Sector públic","dossiers de premsa","Programa Barcelona a la Butxaca","Barcelona Contactless, Servei d'Informació de Proximitat","","text",""
"","Servei de Premsa","Barcelona","","2014-10-23","2014-10-23","","","","application/pdf","6 p.","16066","","Mandat 2011-2015","http://hdl.handle.net/11703/89840","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Oficina d'Atenció a l'Empresa. Serveis municipals. Empreses","Economia. Sector públic","dossiers de premsa","","Barcelona obre les portes de l'Oficina d'Atenció a l'Empresa","","text",""
"","Servei de Premsa","Barcelona","","2009-06-15","2009-06-15","","","","application/pdf","92 p.","2908","","Mandat 2007-2011","http://hdl.handle.net/11703/89859","cat","Ajuntament de Barcelona","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Ajuntament de Barcelona. 22@bcn (Projecte). Desenvolupament econòmic. Innovacions tecnològiques. Serveis públics","Sector públic","dossiers de premsa","","Barcelona, una gran oportunitat: balanç de dos anys de mandat.","","text",""
"","Servei de Premsa","Barcelona","","2009-10-16","2009-10-16","","","","application/pdf","10 p.","2916","","Mandat 2007-2011","http://hdl.handle.net/11703/89860","cat","Ajuntament de Barcelona","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Congressos i conferències. Dones","Societat i benestar","dossiers de premsa","","II Congrés de les Dones de Barcelona","","text",""
"","Servei de Premsa","Barcelona","","2015-11-27","2015-11-27","","","","application/pdf","15 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84299","cat","","","","","","","","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","","dossiers de premsa","","Nadal a tota la ciutat","","text",""
"","Servei de Premsa","Barcelona","","2008-01-10","2008-01-10","","","","application/pdf","9 p.","DS20080110_SV","","Mandat 2007-2011","http://hdl.handle.net/11703/89800","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Seguretat viària. Seguretat viària. Accidents","Transport","dossiers de premsa","","Anàlisi de les dades de seguretat viària 2007","","text",""
"","Servei de Premsa","Barcelona. Barcelona. Districte 1. Ciutat Vella. Sant Ramon, Carrer de (Barcelona). Robador, Carrer (Barcelona)","","2011-02-09","2011-02-09","","","Nova ordenança reguladora dels procediments d’intervenció municipal en les obres: més agilitat en la concessió de llicències. Una nova escola a la Fabra i Coats. Nou edifici pel Centre Esportiu Júpiter. Millores al Poble-sec","application/pdf","22 p.","","","Mandat 2011-2015","http://hdl.handle.net/11703/101776","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Rehabilitació urbana","Urbanisme i infraestructures","dossiers de premsa","Pla Dintres Ciutat Vella 2014 (Barcelona)","Nova aposta pel Raval: Barcelona impulsa la primera Àrea de Conservació i Rehabilitació als carrers d’en Robador i Sant Ramon","Principals acords de la Comissió de Govern","text",""
"","Servei de Premsa","Barcelona","","2012-10-05","2012-10-05","","","","application/pdf","13 p.","9939","","Mandat 2011-2015","http://hdl.handle.net/11703/89822","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Planificació estratègica","Sector públic","dossiers de premsa","Programa d'Actuació Municipal (PAM) 2012-2015 (Barcelona)","Programa d'Actuació Municipal (PAM) 2012-2015 : La Ciutat de les persones","","text",""
"","Servei de Premsa","Barcelona","","2009-07-10","2009-07-10","","","","application/pdf","7 p.","DS20090710_ODHB","","Mandat 2007-2011","http://hdl.handle.net/11703/89798","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Observatori de Drets Humans de la ciutat de Barcelona. Drets humans","Societat i benestar","dossiers de premsa","","Observatori de Drets Humans de Barcelona (ODHB)","","text",""
"","Servei de Premsa","Barcelona","","2012-07-16","2012-07-16","","","","application/pdf","7 p.","10151","","Mandat 2011-2015","http://hdl.handle.net/11703/89823","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Bicicletes","Transport","dossiers de premsa","Pla de Foment de la Bicicleta a Barcelona 2013-2015","Pla de Foment de la Bicicleta a Barcelona","","text",""
"","Servei de Premsa","Barcelona. Districte 6. Gràcia. Parc Güell (Barcelona)","","2009","2009","","","","application/pdf","14 p.","10245","","Mandat 2011-2015","http://hdl.handle.net/11703/89892","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Parcs","Urbanisme i infraestructures. Turisme","dossiers de premsa","","Park Güell i entorn: Pla d'Actuacions, 2010-2020","","text",""
"","Servei de Premsa","Barcelona","","2017-02-06","2017-02-06","","","","application/pdf","9 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100808","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Can Batlló (Barcelona). Rehabilitació urbana","Urbanisme i infraestructures","dossiers de premsa","","Barcelona accelera la transformació de Can Batlló","","text",""
"","Servei de Premsa","Barcelona","","2009-11-16","2009-11-16","","","","application/pdf","6 p.","DS20091116_OBRES_2","","Mandat 2007-2011","http://hdl.handle.net/11703/89810","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Obres públiques. Soroll. Contaminació acústica","Medi ambient. Urbanisme i infraestructures","dossiers de premsa","","L'Ajuntament de Barcelona impulsa la normativa per reduir l'impacte ambiental en l'obra pública","","text",""
"","Servei de Premsa","Barcelona","","2015-03-12","2015-03-12","","","","application/pdf","13 p.","18245","","Mandat 2011-2015","http://hdl.handle.net/11703/89850","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Establiments comercials","","dossiers de premsa","Pla Específic de Protecció i Suport als Establiments Emblemàtics 2014- (Barcelona). Pla Especial Urbanístic de Protecció i Potenciació de la Qualitat Urbana 2016- (Barcelona)","L'Ajutament impulsa el Pla Especial de Protecció o Potenciació de la qualitat urbana que inclou el catàleg de protecció patrimonial dels establiments emblemàtics","","text",""
"","Servei de Premsa","Barcelona","","2014-01-14","2014-01-14","","","","application/pdf","12 p.","12951","","Mandat 2011-2015","http://hdl.handle.net/11703/89857","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Accidents. Circulació. Circulació urbana. Seguretat viària","Transport. Seguretat","dossiers de premsa","","Anàlisis de l'accidentalitat 2013","","text",""
"","Servei de Premsa","Barcelona","","2009-07-22","2009-07-22","","","","application/pdf","16 p.","DS20090722_ESTACIONAMENT","","Mandat 2007-2011","http://hdl.handle.net/11703/89802","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Turisme. Aparcaments","Turisme. Transport. Urbanisme i infraestructures","dossiers de premsa","","Ordenació i regulació de l'estacionament d'autocars turístics a Barcelona","","text",""
"","Servei de Premsa","Barcelona","","2011","2011-10-20","","","","application/pdf","10 p.","9563","","Mandat 2011-2015","http://hdl.handle.net/11703/89896","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Rehabilitació urbana. Habitatge","Urbanisme i infraestructures. Habitatge","dossiers de premsa","Pla Empenta per a la regeneració de sòl i d'habitatge a Barcelona. Pla per a la Regeneració del Sòl i l'Habitatge a Barcelona 2012-2015","Pla Empenta per a la regeneració de sòl i d'habitatge a Barcelona","","text",""
"","Servei de Premsa","Barcelona","","2008-07-18","2008-07-18","","","","application/pdf","18 p.","PLA_PV2008-2011_BASILIO","","Mandat 2007-2011","http://hdl.handle.net/11703/89786","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Medi ambient","dossiers de premsa","Pla de Punts Verds 2008-2011 Barcelona","Nou punt verd al Barrri Can Basilio (Ciutat vella)","","text",""
"","Servei de Premsa","Barcelona","","2014-11-17","2014-11-17","","","","application/pdf","5 p.","16688","","Mandat 2007-2011","http://hdl.handle.net/11703/89874","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Menjadors escolars","Educació. Societat i benestar","dossiers de premsa","","L'Ajuntament de Barcelona destina 8,14 milions d'euros aquest curs per cobrir totes les sol·licituds d'ajut individual menjador de les famílies que compleixen els requisits","","text",""
