"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributoreditor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationispartof","dcrelationreferences","dcrights","dcrightsaccessrights","dcrightsholder","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"","","Gerència d'Ecologia Urbana | Taller de Arquitectos Colaboradores, S.L.P.","","","Barcelona. Districte 9. Sant Andreu | Sagrera (Barcelona : Barri) | Barcelona. District 9. Sant Andreu | Sagrera (Barcelona : Neighborhood) | Barcelona. Distrito 9. Sant Andreu | Sagrera (Barcelona : Barrio)","","","2017-11","2018-11","Sol·licitant de l’informe: Gerència d'Ecologia Urbana","","Plànols urbanístics i dibuixos arquitectònics","application/pdf","16 p.","application/pdf","","Núm. Exp. 20170660","","Mandat 2015-2019","http://hdl.handle.net/11703/112042","spa","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Taller de Arquitectos Colaboradores, S.L.P.","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Estacions de ferrocarrils | Estació de la Sagrera (Barcelona) | Railroad stations | Estació de la Sagrera (Barcelona) | Estaciones de ferrocarril | Estació de la Sagrera (Barcelona)","Urbanisme i infraestructures","informes altres","","Propuesta de modificación de la cubierta de las vías de alta velocidad y la plaza de la estación : Nueva propuesta de estación de La Sagrera :  Documento 1. Arquitectura","Estudi integració coberta estació Sagrera i futur Parc Central","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Anual","Obert","Gerència de Política Econòmica i Desenvolupament Local | Observatori Barcelona | Cambra Oficial de Comerç, Indústria i Navegació de Barcelona","","","Barcelona | Barcelona | Barcelona","","","2019","2019","Sol·licitant de l'informe: Gerència de Política Econòmica i Desenvolupament Local","","","application/pdf","118 p.","application/pdf","","Núm. Exp. 18003059","","","http://hdl.handle.net/11703/112553","spa","Ajuntament de Barcelona","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona | Cambra Oficial de Comerç, Indústria i Navegació de Barcelona","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Turisme | Mercat de treball | Economia | Tourism | Labor market | Economy | Turismo | Mercado de trabajo | Economía","Comerç | Economia","informes altres | revistes i anuaris","","Informe [versió en castellà]. 2018","Informe Observatori Barcelona","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Fundació Barcelona Mobile World Capital Foundation | Gabinet d'Estudis Socials i Opinió Pública, S.L. (GESOP) | Roca Salvatella, S.L. | 300.000 km/s (Firma) | Case  (Firma)","","","Barcelona | Barcelona | Barcelona","","","2016-01-12","2016-02","Sol·licitant de l'informe: Fundació Barcelona Mobile World Capital Foundation","","","application/pdf","126 p.","application/pdf","","","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/104947","cat","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/embargoAccess","Gabinet d'Estudis Socials i Opinió Pública, S.L. (GESOP) | Fundació Barcelona Mobile World Capital Foundation","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l’àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","","","Bretxa digital | Alfabetització digital | Digital divide | Computer literacy | Brecha digital | Alfabetización informática","Ciència i tecnologia","informes altres","","L’escletxa digital a la ciutat de Barcelona","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Institut de Cultura de Barcelona | Homs Capdevila, Llucià","","","Barcelona | Barcelona | Barcelona | Espanya | España | Spain","","","2017-06-21","2017-12","Sol·licitant de l'informe: Institut de Cultura de Barcelona","","","application/pdf","42 p.","application/pdf","","Núm. exp. C170001589","entitats públiques empresarials | entitats públiques empresarials","Mandat 2015-2019 | Mandat 2015-2019","http://hdl.handle.net/11703/112223","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Institut de Cultura de Barcelona","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Patrimoni cultural | Art | Museus | Política cultural | Política fiscal | Cultural heritage | Art | Museums | Cultural policy | Fiscal policy | Patrimonio cultural | Arte | Museos | Política cultural | Política fiscal","Cultura i oci","informes altres","","Projecte de fiscalitat de patrimonis artístics","Document marc per una jornada sobre la tributació de certes transmissions de patrimonis artístics de l'estat espanyol","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Institut Barcelona Esports | Federació Catalana de Basquetbol","","","Barcelona | Barcelona | Barcelona","2016 | 2017","","2017","2017","Sol·licitant de l'informe: Institut Barcelona Esports","","","application/pdf","129 p.","application/pdf","","Núm. Exp. 20170238","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/112180","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Institut Barcelona Esports","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Esport","informes altres","","Revisió Instal·lacions Esportives Ciutat de Barcelona 2016-2017","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Institut de Cultura de Barcelona | Universitat Autònoma de Barcelona | Casas Duocastella, Lluís","","","Barcelona | Barcelona | Barcelona","","","2017-06-28","2017-12","Sol·licitant de l'informe: Institut de Cultura de Barcelona","","","application/pdf","15 p.","application/pdf","","Núm. exp. C170002201","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/112347","cat","","","","","Reproducció digital del document en suport original","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Institut de Cultura de Barcelona","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l’àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Mosaics romans | Museu d'Arqueologia de Catalunya | Mosaics, Roman | Museu d'Arqueologia de Catalunya | Mosaicos romanos | Museu d'Arqueologia de Catalunya","Cultura i oci","informes altres | documents digitalitzats","","Estudi litològic i procedència tessel·les mosaics","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Barcelona de Serveis Municipals, S.A. (BSM) | PrevenControl (Firma)","","","Barcelona | Barcelona | Barcelona","2017","","2017","2017-09","Sol·licitant de l’informe: Barcelona de Serveis Municipals, S.A. (BSM)","","","application/pdf","95 p.","application/pdf","","Núm. Exp. P17004547","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/111732","spa","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Barcelona de Serveis Municipals, S.A. (BSM) | PrevenControl (Firma)","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Servei Municipal de Grues | Automatització | Seguretat en el treball | Salut en el treball | Servei Municipal de Grues | Automation | Industrial safety | Industrial hygiene | Servei Municipal de Grues | Automatización | Seguridad industrial | Higiene industrial","Transport | Salut | Seguretat","informes altres","","Digitalización y automatización : Área de Grúas B:SM","Diagnòstic respecte a processos operatius en l'àrea de grua municipal per aquells que siguin digitalitzables i automatitzables per a la millora en seguretat i salut laboral","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Daura, Àngela | Gallardo, Montserrat | Polo Sanguesa, Cristina | Fontova Riasol, Josep | López Lois, Carles | Alió Radua, Josep | Tajadura Martínez, José Antonio | Mateos, Amelia | Palma Buzón, Encarna | Vilella Viñals, Laura | Canyelles, Alexandre | Lozano, Víctor | Mariné, Albert | Gratacòs Batlle, R. (Ricard) | Marín Gordi, Oriol | Jané Canals, Aleix | Garcia Soto, Núria | Bárcena Roig, Carles | Generalitat de Catalunya | Departament de Llicències d'Activitats | Direcció de Serveis de Mobilitat | Direcció de Serveis de Planejament | Direcció de Serveis de Comerç i Consum | Aquidos Arquitectura Tècnica i Gestió, S.L.P. | Gerència d'Ecologia Urbana","","Barnada López, Jaume","Barcelona | Barcelona | Barcelona","","","2017","2017-04","Sol·licitant de l’informe: Gerència d'Ecologia Urbana","","","application/pdf","174 p.","application/pdf","","Núm. Exp. 20170185","","Mandat 2015-2019","http://hdl.handle.net/11703/105052","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona | Aquidos Arquitectes, S.L.","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Centres comercials | Grans magatzems | Desenvolupament urbà sostenible | Shopping centers | Department stores | Sustainable urban development | Centros comerciales | Grandes almacenes | Desarrollo urbano sostenible","Urbanisme i infraestructures","informes altres","","Impacte urbà dels centres i grans superfícies comercials de la ciutat de Barcelona","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Gerència d'Ecologia Urbana | Coordinadora de Gestión de Ingresos, S.A.","","","Barcelona","","","2016","2018-07","Sol·licitant de l'informe: Gerència d'Ecologia Urbana","","","application/pdf","187 p.","application/pdf","","Núm. Exp. 20160235","","Mandat 2015-2019","http://hdl.handle.net/11703/112370","cat","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/restrictedAccess","Coordinadora de Gestión de Ingresos, S.A.","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l’àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","","","Tramvies | Transport públic | Finançament | Street-railroads | Local transit | Funding | Tranvías | Transporte público | Financiación","Urbanisme i infraestructures","informes altres","","Estudi alternatives finançament connexió xarxa tramvia","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Cementiris de Barcelona, S.A. | Estudi d'Arquitectura CODI, S.C.P","","","Barcelona. Districte 3. Sants-Montjuïc | Barcelona. District 3. Sants-Montjuïc | Barcelona. Distrito 3. Sants-Montjuïc | Mare de Déu del Port, Carrer (Barcelona) | Mare de Déu del Port, Calle (Barcelona) | Mare de Déu del Port, Street (Barcelona)","","","2018-03-22","2018-07-09","Sol·licitant de l'informe: Cementiris de Barcelona, S.A.","","","application/pdf","208 p.","application/pdf","","Núm. Exp.: CB00087-2018-O","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/112092","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Estudi d'Arquitectura CODI, S.C.P.","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Cementiri de Montjuïc (Barcelona) | Cementiri de Montjuïc (Barcelona) | Cementiri de Montjuïc (Barcelona)","Urbanisme i infraestructures","informes altres","","Informe diagnosi de l'estat del blocs de nínxols de l'agrupació 9ª de la via Sant Francesc al Cementiri de Montjuïc","Informe de diagnosi de l’estat dels blocs afectats del conjunt “agrupació 9”, via sant francesc, del cementiri de Montjuïc situat al c/mare de déu de port, 56-58 de Barcelona","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Gerència de Drets Socials | Direcció de Serveis d'Estratègia i Innovació | Departament de Recerca i Coneixement | Universitat Pompeu Fabra | Institut d'Estudis Regionals i Metropolitans de Barcelona | Cervini Plá, María | Garcia Villar, Jaume | Vall Castelló, Judit","","","Barcelona | Barcelona | Barcelona","2013 | 2014 | 2015 | 2016","","2015","2016-12-09","Sol·licitant de l’informe: Gerència de Drets Socials | Les mencions de responsabilitat s'han basat en els crèdits facilitats per l'àrea responsable","","","application/pdf","208 p.","application/pdf","","Núm. Exp. 20150768","","Mandat 2015-2019","http://hdl.handle.net/11703/115621","cat","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/embargoAccess","Ajuntament de Barcelona | Universitat Pompeu Fabra","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l’àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual.","","http://creativecommons.org/licenses/by/4.0/deed.ca","Nivell de vida | Renda mínima | Cost and standard of living | Income maintenance programs | Coste de vida | Ingresos mínimos garantizados","Economia | Societat i benestar","informes altres","","Estudi sobre els llindars econòmics que generen privacions materials a la ciutat de Barcelona i la seva relació amb una mesura de renda municipal d'emergència","","text","info:eu-repo/semantics/other",""
"","","Agència Local d'Energia de Barcelona | París López, Antoni","","","Barcelona | Barcelona | Barcelona","2014","","2017","2017","Sol·licitant de l’informe: Agència Local d'Energia de Barcelona","","","application/pdf","125 p.","application/pdf","","Núm. Exp. 17000030","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/112090","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Agencia Local d'Energia de Barcelona","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Energia | Energy | Energía (Física)","Energia","informes altres","","Balanç d'energia de Barcelona 2014","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Agència Local d'Energia de Barcelona | Sinergia, Energia, Dret, Medi Ambient, S.L.P.","","","Barcelona | Barcelona | Barcelona","","","2018-06","2018-07","Sol·licitant de l’informe: Agència Local d'Energia de Barcelona","","","application/pdf","12 p.","application/pdf","","Núm. Exp. 17000068","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/111995","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Agencia Local d'Energia de Barcelona","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Operador Municipal d'Energia | Operador Municipal d'Energia | Operador Municipal d'Energia","Energia","informes altres","","Informe jurídic sobre diferents alternatives per garantir la participació a l'operador energètic de Barcelona","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Barcelona de Serveis Municipals, S.A. (BSM) | Doymo, S.A.","","","Barcelona | Barcelona | Barcelona","2017","","2017","2017-04","Sol·licitant de l’informe: Barcelona de Serveis Municipals, S.A. (BSM)","","","application/pdf","17 p.","application/pdf","","Núm. Exp. P17003664","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/111427","cat","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","Barcelona de Serveis Municipals, S.A. (BSM) | Doymo, S.A.","","","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","Societat Urbanística Metropolitana de Rehabilitació i Gestió, S.A. (REGESA) | Aparcaments | Consumidors | Avaluació | Societat Urbanística Metropolitana de Rehabilitació i Gestió, S.A. (REGESA) | Parking garages | Consumers | Evaluation | Societat Urbanística Metropolitana de Rehabilitació i Gestió, S.A. (REGESA) | Aparcamiento | Consumidores | Evaluación","Transport","informes altres","","Informe client invisible als aparcaments municipals de REGESA","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
