"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasformat","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 49"
"Ministerio de la Gobernación","Barcelona | Barcelona | Barcelona","","No","1964-12-03","1964-12-22","","","Aprovat pel decret del Ministerio de la Gobernación de 03-12-1964 | Podeu consultar una altra versió a : http://hdl.handle.net/11703/106458 (ed. 1965 en castellà) | Podeu consultar una altra versió a : http://hdl.handle.net/11703/90399 (ed. 1974 en castellà)","","","","","","application/pdf","18 p.","application/pdf","","","Boletín Oficial del Estado, núm. 306 (22-12-1964), p. 17117-17134","","","http://hdl.handle.net/11703/106465","spa","","http://hdl.handle.net/11703/106458 | http://hdl.handle.net/11703/90399","","","<a href=""http://hdl.handle.net/11703/106479"">Ley especial del municipio de Barcelona [1960]</a>","","Reproducció digital del document en suport original","","","Desenvolupa la <a href=""http://hdl.handle.net/11703/106479"" target=""_blank"">Ley especial del municipio de Barcelona [1960]</a>","","","<a href=""http://hdl.handle.net/11703/106471"" target=""_blank"">Reglamento de organización y administración municipal de Barcelona [1964] : modificación [1970-08-22]</a>","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Organization and flowcharts | Organización y organigramas","Legislació i justícia | Sector públic","reglaments | documents digitalitzats","","Reglamento de organización y administración municipal de Barcelona [1964]","Decreto 4026/1964, de 3 de diciembre, por el que se aprueba el Reglamento que desarrolla los títulos primero y segundo del texto articulado de la Ley especial del Municipio de Barcelona","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1921-04-25","1921-04-28","","","Apravada pel Plenari del Consell Municipal de 25-04-1921","","","","","","application/pdf","2 p.","application/pdf","","","Gaceta municipal de Barcelona. núm. 17 (28-04-1921), p. 290-291","","","http://hdl.handle.net/11703/106901","spa","","","","","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Funcionaris i empleats municipals | Vigilants | Organization and flowcharts | Municipal officials and employees | Watchmen | Organización y organigramas | Funcionarios locales | Vigilantes jurados de seguridad","Medi ambient | Seguretat","reglaments | documents digitalitzats","","Reglamento del Cuerpo de guardas camineros [1921]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1927-02-22","1927-02-28","","","","","","","","","application/pdf","2 p.","application/pdf","","","Gaceta municipal de Barcelona, núm. 08 (28-02-1927), p. 197-198","","","http://hdl.handle.net/11703/106906","spa","","","","","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Recollida de residus | Organization and flowcharts | Refuse collection | Organización y organigramas | Recogida de residuos","Medi ambient | Urbanisme i infraestructures","reglaments | documents digitalitzats","","Reglamento para el servicio de recogida de basuras [1927]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1927-08-09","1927-08-15","","1927-08-09","Aprovat per la Comissió Municipal Permanent de 09-08-1927 | Podeu consultar una altre versió a: http://hdl.handle.net/11703/96973 (ed. 1927 en castellà]","","","","","","application/pdf","","application/pdf","","","Gaceta municipal de Barcelona, núm. 32 (15-08-1927), p. 701-702","","","http://hdl.handle.net/11703/106660","cat","","http://hdl.handle.net/11703/96973","","","","","Reproducció digital del document en suport original","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Escoles municipals | Organization and flowcharts | Public schools | Organización y organigramas | Escuelas públicas","Educació","reglaments | documents digitalitzats","","Reglamento de la Escuela Municipal de Matarifes [1927]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","","No","1993-04-22","1993-06-10","2009-03-19","1993-06-11","Aprovat per la Comissió de Govern de 22-04-1993","","","Digitalitzat pel SEDAC","","","application/pdf","6 p.","application/pdf","7770","","Gaseta Municipal de Barcelona, núm. 16 (10-06-1993)","districtes","","http://hdl.handle.net/11703/91688","cat","","","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/84896"">Pauta organitzativa dels districtes [2009]</a>","","","<a href=""http://hdl.handle.net/11703/91682"">Pauta organitzativa general per als districtes [1988]</a>","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Districtes municipals | Organization and flowcharts | Local districts | Organización y organigramas | Distritos municipales","Sector públic","reglaments | documents digitalitzats","","Pauta organitzativa general per als districtes [1993]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","2001-04-27","2001-07-27","2005-11-23","2001-07-27","Aprovat pel Plenari del Consell Municipal de 27-04-2001","","","","","","application/pdf","2 p.","application/pdf","13941","","Butlletí Oficial de la Província de Barcelona, núm. 179 (27-07-2001)Butlletí Oficial de la Província de Barcelona, núm. 179 (27-07-2001)","consells","","http://hdl.handle.net/11703/91717","cat","","","","","","","","","<a href=""http://hdl.handle.net/11703/96844"">Reglament intern del Consell Municipal d'Associacions de Barcelona [2005]</a>","","","<a href=""http://hdl.handle.net/11703/91718"">Normes reguladores del Consell Municipal d'Associacions de Barcelona [1995]</a>","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Consell Municipal d'Associacions de Barcelona | Associacions, institucions, etc. | Organization and flowcharts | Consell Municipal d'Associacions de Barcelona | Associations, institutions, etc. | Organización y organigramas | Consell Municipal d'Associacions de Barcelona | Asociaciones, instituciones, etc.","Sector públic | Societat i benestar","reglaments","","Normes reguladores del Consell Municipal d'Associacions de Barcelona [2001]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1929","1929","","","Reglament de concessions, vendes i serveis de la  Exposició Internacional de Barcelona","","","Digitalitzat pel SEDAC","","","application/pdf","9 p.","application/pdf","8000","","","","","http://hdl.handle.net/11703/96978","spa","","","","","","","Reproducció digital del document en suport original","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Exposicions | Concessions administratives | Exhibitions | Concessions | Exposiciones | Concesiones administrativas","Cultura i oci","monografies | reglaments","","Reglamento especial de concesiones, ventas y servicios [1929]","","text","info:eu-repo/semantics/book",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1931-02-25","1931-03-02","","1931-02-25","Aprovat pel Plenari del Consell Municipal de 25-02-1931 | Es regeix pels Estatuts de l'Institut Municipal de Prestacions d'Assistència Mèdica al Personal Municipal | Podeu consultar una altre versió a: http://hdl.handle.net/11703/96974 (ed. 1931 en castellà)","","","","","","application/pdf","9 p.","application/pdf","","","Gaceta municipal de Barcelona. núm. 9 (02-03-1931), p. 136-144","","","http://hdl.handle.net/11703/106685","spa","","http://hdl.handle.net/11703/96974","","","","","Reproducció digital del document en suport original","","","","","<a href=""http://hdl.handle.net/11703/106686"">Reglamento del Instituto de Asistencia Médica Municipal [1926]</a>","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Assistència mèdica | Instituto de Asistencia Médica Municipal (Barcelona) | Organization and flowcharts | Medical care | Instituto de Asistencia Médica Municipal (Barcelona) | Organización y organigramas | Asistencia sanitaria | Instituto de Asistencia Médica Municipal (Barcelona)","Salut | Sector públic","reglaments | documents digitalitzats","","Reglamento del Instituto de Asistencia Médica Municipal [1931]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1989-11-10","1989","1993-01-20","1989-11-10","Aprovat pel Plenari del Consell Municipal de 10-10-1989 | Podeu consultar una altre versió a: http://hdl.handle.net/11703/91740 (ed. 1989 en castellà)","","","Digitalitzat pel SEDAC","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","7 p.","application/pdf","7867","","","","","http://hdl.handle.net/11703/91739","cat","Ajuntament de Barcelona","http://hdl.handle.net/11703/91740","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/91669"">Normes reguladores del Consell Municipal de Circulació, Disciplina i Seguretat Viària [1992]</a>","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Consell Municipal de Circulació i Seguretat Vial | Organització i organigrames | Consell Municipal de Circulació i Seguretat Vial | Organization and flowcharts | Consell Municipal de Circulació i Seguretat Vial | Organización y organigramas","Seguretat","monografies | reglaments | documents digitalitzats","","Reglament del Consell Municipal de Circulació i Seguretat Vial [1989]","","text","info:eu-repo/semantics/book",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1988-09-16","1988-11-10","2014-03-31","1988-11-11","Aprovades pel Plenari del Consell Municipal de 16-09-1988","","","Digitalitzat pel SEDAC","","","application/pdf","","application/pdf","10100","","Gaseta Municipal de Barcelona, núm. 28 (10-11-1988)","consells","","http://hdl.handle.net/11703/91707","cat","","","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/84890"">Reglament de funcionament intern del Consell Municipal de Benestar Social [2014]</a>","","","","<a href=""http://hdl.handle.net/11703/91708"" target=""_blank"">Normes reguladores del Consell Municipal de Benestar Social [1988] : modificació [1989-05-10]</a>","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Organització i organigrames | Consell Municipal de Benestar Social (Barcelona) | Organization and flowcharts | Consell Municipal de Benestar Social (Barcelona) | Organización y organigramas | Consell Municipal de Benestar Social (Barcelona)","Sector públic | Societat i benestar","reglaments | documents digitalitzats","","Normes reguladores del Consell Municipal de Benestar Social [1988]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1943-10-26","1943","","","Aprovat pel Plenari del Consell Municipal de 26-10-1943","","","Digitalitzat pel SEDAC","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","21 p.","application/pdf","7956","","","","","http://hdl.handle.net/11703/91743","spa","Ajuntament de Barcelona","","","","","","Reproducció digital del document en suport original","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Vehicles | Vehicles | Vehículos","Transport | Sector públic","monografies | reglaments | documents digitalitzats","","Reglamento general del Parque Móvil Municipal [1943]","","text","info:eu-repo/semantics/book",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1950-11-27","1950","2012-07-12","1950-11-27","Revisat pel Ple de l'Ajuntament de 27-11-1950","","","","","","application/pdf","2 p.","application/pdf","17883","","","","","http://hdl.handle.net/11703/91663","spa","","","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/91763"">Reglament d'honors i distincions de l'Ajuntament de Barcelona [2012]</a>","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Condecoracions | Medalles | Decorations of honor | Medals | Condecoraciones | Medallas","Cultura i oci","reglaments | documents digitalitzats","","Reglamento de la Medalla de la Ciudad [1950]","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","","No","1990-11-28","1991-01-10","","","Aprovada per Decret de l'Alcaldia  de 28-11-1990","","","Digitalitzat pel SEDAC","","","application/pdf","","application/pdf","6059","","Gaseta Municipal de Barcelona, núm. 1 (10-01-1991)","","","http://hdl.handle.net/11703/91678","cat","","","","","","","Reproducció digital del document en suport original","","<a href=""http://hdl.handle.net/11703/96637"">Normativa per a la comunicació d'obres municipals [1997]</a>","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Comunicació en l'administració | Obres públiques | Senyalització viària | Mobiliari urbà | Communication in public administration | Public works | Traffic signs and signals | Outdoor furniture | Comunicación en la administración pública | Obras públicas | Señales de tráfico | Mobiliario urbano","Urbanisme i infraestructures","reglaments | documents digitalitzats","","Normativa per a la informació i senyalització d'obres a la ciutat de Barcelona [1990]","","text","info:eu-repo/semantics/other",""
