"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionabstract","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdescriptionversion","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifierisbn","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasformat","dcrelationhaspart","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationispartof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreferences","dcrelationreplaces","dcrelationrequires","dcrelationuri","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 61"
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","Si","1991-03-22","1991","","2001-05-22","Podeu consultar la versió oficial a: http://hdl.handle.net/11703/97258","","","","Digitalitzat pel SEDAC","","","","application/pdf","49 p.","application/pdf","6521","","","","","","http://hdl.handle.net/11703/91651","cat","Ajuntament de Barcelona","http://hdl.handle.net/11703/97258","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Espais públics | Obres públiques | Enginyeria urbana | Public spaces | Public works | Municipal engineering | Espacios públicos | Obras públicas | Ingenieria urbana","Legislació i justícia | Urbanisme i infraestructures","ordenances municipals | monografies | documents digitalitzats","","Ordenança sobre obres, instal·lacions i serveis en el domini públic municipal [1991] [ed. 1991]","","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","","2015-01","2015-01","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","4 p.","application/pdf","17870","","","","","","http://hdl.handle.net/11703/91205","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Atur | Unemployment | Paro","Ocupació","monografies","","Evolució de l'atur registrat a Barcelona","","text","info:eu-repo/semantics/book",""
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2011","2011","","","A la portada: Barcelona Activa Iniciativa emprenedora | Forma part de la col·lecció: Informes en profunditat; 66","","","","","","","","application/pdf","10 p.","application/pdf","8368","","","societats mercantils","","","http://hdl.handle.net/11703/90853","cat","Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Innovacions tecnològiques | Emprenedoria | Economia del coneixement | Gestió del coneixement | Business enterprises | Technological innovations | Entrepreneurship | Knowledge economy | Knowledge management | Empresas | Innovaciones tecnológicas | Emprendedores | Economía de la información | Gestión del conocimiento","Economia","monografies","","La innovació a l'empresa: qüestió de coneixement?","","text","info:eu-repo/semantics/book",""
"","","Consell Assessor de la Gent Gran de Barcelona | Fundació Institut Català de l'Envelliment","","Barcelona | Barcelona | Barcelona","","","2012","2012","","","A la portada: Any Europeu de l'Envelliment Actiu i de la Solidaritat entre Generacions 2012","","","","","","","","application/pdf","2 p.","application/pdf","13204","","","","","","http://hdl.handle.net/11703/91100","cat","Ajuntament de Barcelona","","","","","","","","","","","","http://hdl.handle.net/11703/91098","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Envelliment de la població | Persones grans | Population aging | Older people | Envejecimiento de la población | Ancianos","Salut","monografies","","12 recomanacions per envellir activament","","text","info:eu-repo/semantics/book",""
"","","Institut Municipal de Persones amb Disminució (Barcelona) | Foment de les Arts Decoratives | Comitè Català de Representants de Minusvàlids | Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","","2004","2004","","","A la portada: Un minuto de reflexión para los profesionales del diseǫ. Pensar en la diversidad, una aportación positiva, creativa y útil","","","","","","","","application/pdf","30 p.","application/pdf","3467","","","organismes autònoms","","","http://hdl.handle.net/11703/90516","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/90514","","","http://hdl.handle.net/11703/90517","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Supressió de barreres arquitectòniques | Disseny | Barrier-free design | Design | Accesibilidad para personas con discapacidad | Diseño","Urbanisme i infraestructures | Societat i benestar","monografies","","Buen diseño y para todos [versió general]","","text","info:eu-repo/semantics/book",""
"","","Martos Nieto, Lorena | Regidoria de Joventut","","Barcelona | Barcelona | Barcelona","","","2007","2007","","","Forma part de la col·lecció: Conèixer Barcelona","","","","","","","","application/pdf","29 p.","application/pdf","3109","","","","","","http://hdl.handle.net/11703/90483","cat","Ajuntament de Barcelona. Regidoria de Joventut","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Joventut | Lleure | Espais públics | Youth | Leisure | Public spaces | Juventud | Tiempo libre | Espacios públicos","Cultura i oci","monografies","","Nitjovebcn: la nit, l'oci i l'espai públic: propostes de la gent jove de Barcelona","","text","info:eu-repo/semantics/book",""
"","","Cosialls Ferrer, Ramon | Regidoria de Comerç","Méndez Díaz, Margarita","Barcelona | Barcelona | Barcelona","","","2007","2007","","","Text en català, resum en anglès","","","","","","","","application/pdf","116 p.","application/pdf","2487","","","","","","http://hdl.handle.net/11703/90415","cat","Ajuntament de Barcelona. Regidoria de Comerç","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Comerç | Comerç al detall | Comerç a l'engròs | Commerce | Retail trade | Wholesale trade | Comercio | Comercio al detalle | Comercio al por mayor","Comerç","monografies","","Comerç creatiu i innovador: anàlisi de casos: determinació de bones pràctiques","","text","info:eu-repo/semantics/book",""
"","","Departament d'Estadística","","Barcelona | Barcelona | Barcelona","2008 | 2011","","2011","2011","","","Forma part de la col·lecció: Estadístiques temàtiques","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","86 p.","application/pdf","EST_8563","","","","","","http://hdl.handle.net/11703/91420","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Eleccions | Elections | Elecciones","Sector públic","monografies","","Eleccions Generals a Barcelona 20 novembre 2011, taules comparatives 2008-2011","","text","info:eu-repo/semantics/book",""
"","","Gil Martínez, Josep Maria | Comissions Obreres del Barcelonès | Direcció d'Educació Ambiental i Participació | Agenda 21 BCN","","Barcelona | Barcelona | Barcelona","","","2003","2003","","","Forma part de la col·lecció: Guies d'educació ambiental; 15","","","","","","","","application/pdf","32 p.","application/pdf","3038","","","","","","http://hdl.handle.net/11703/90466","cat","Ajuntament de Barcelona. Sector de Manteniment i Serveis Direcció d'Educació ambiental i Participació","http://hdl.handle.net/11703/90467","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Desenvolupament sostenible | Treball | Entorn de treball | Educació ambiental | Sustainable development | Labor | Work environment | Environmental education | Desarrollo sostenible | Trabajo | Condiciones de trabajo | Educación ambiental","Medi ambient","monografies","","Afegeix un toc de medi ambient a la teva acció sindical: criteris mediambientals per un lloc de treball sostenible","","text","info:eu-repo/semantics/book",""
"","","Institut de Cultura de Barcelona | Ciudades y Gobiernos Locales Unidos","","Barcelona | Barcelona | Barcelona","","","2008-01-31","2008-01-31","","","Podeu consultar la versió en català a: http://hdl.handle.net/11703/90414 | Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/111352 | Podeu consultar la versió en francès a: http://hdl.handle.net/11703/111513 | Podeu consultar la versió en anglès a: http://hdl.handle.net/11703/111517 | Podeu consultar la versió en àrab a: http://hdl.handle.net/11703/111519 | Podeu consultar la versió en búlgar a: http://hdl.handle.net/11703/111521 | Podeu consultar la versió en gallec a: http://hdl.handle.net/11703/111567 | Podeu consultar la versió en italià a: http://hdl.handle.net/11703/111568 | Podeu consultar la versió en japonès a: http://hdl.handle.net/11703/111569 | Podeu consultar la versió en persa a: http://hdl.handle.net/11703/111570 | Podeu consultar la versió en portuguès a: http://hdl.handle.net/11703/111571 | Podeu consultar la versió en serbi a: http://hdl.handle.net/11703/111572 | Podeu consultar la versió en suec a: http://hdl.handle.net/11703/111574 | Podeu consultar la versió en turc a: http://hdl.handle.net/11703/111576 | Podeu consultar la versió en ucraïnès a: http://hdl.handle.net/11703/111577","","","","","","","","application/pdf","","application/pdf","6104","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/111566","deu","Ajuntament de Barcelona","http://hdl.handle.net/11703/111352 | http://hdl.handle.net/11703/111513 | http://hdl.handle.net/11703/111517 | http://hdl.handle.net/11703/111519 | http://hdl.handle.net/11703/111521 | http://hdl.handle.net/11703/111567 | http://hdl.handle.net/11703/111568 | http://hdl.handle.net/11703/111569 | http://hdl.handle.net/11703/111570 | http://hdl.handle.net/11703/111571 | http://hdl.handle.net/11703/111572 | http://hdl.handle.net/11703/111574 | http://hdl.handle.net/11703/111576 | http://hdl.handle.net/11703/111577 | http://hdl.handle.net/11703/90414","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Globalització | Multiculturalisme | Política cultural | Globalization | Multiculturalism | Cultural policy | Globalización | Multiculturalismo | Política cultural","Cultura i oci","monografies","Agenda 21 de la cultura","Agenda 21 für Kultur","","text","info:eu-repo/semantics/book",""
"","","Direcció d'Immigració","","Barcelona | Barcelona | Barcelona","","","2013","2013","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","5 p.","application/pdf","18635","","","","","","http://hdl.handle.net/11703/91243","cat | fra","Ajuntament de Barcelona","http://hdl.handle.net/11703/91241 | http://hdl.handle.net/11703/91242 | http://hdl.handle.net/11703/91244 | http://hdl.handle.net/11703/91245","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Servei d'Atenció als Immigrants Estrangers i Refugiats (Barcelona) | Immigrants | Servei d'Atenció als Immigrants Estrangers i Refugiats (Barcelona) | Immigrants | Servei d'Atenció als Immigrants Estrangers i Refugiats (Barcelona) | Emigrantes","Societat i benestar","monografies","","Nou SAIER Servei d'Atenció a Immigrants, Emigrants i Refugiats: ens adaptem als canvis i a les necessitats de la ciutadania oferint dos nous serveis [versió en català i francès]","Nouveau SAIER Service d'accueil pour les immigrés, les émigrés et les réfugiés (SAIER): nous adaptons aux changements et aux besoins des citoyens [versió en català i francès]","text","info:eu-repo/semantics/book",""
"","","Districte 1. Ciutat Vella","","Barcelona | Barcelona | Barcelona","","","2014","2014","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","2 p.","application/pdf","18338","","","districtes","","","http://hdl.handle.net/11703/90106","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Veïnatge (Dret) | Comunitats de propietaris | Adjoining landowners | Homeowners' associations | Vecindad (Derecho) | Comunidades de propietarios","Societat i benestar","monografies","","Comunitat de propietaris decideix","","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona | Direcció de Serveis Editorials | Ramió, Carles | Salvador, Miquel","","Barcelona | Barcelona | Barcelona","2017 | 2018","","2019","2019","","","Podeu consultar la versió en català a: http://hdl.handle.net/11703/115629","","","","","","","","application/pdf","168 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/115630","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/115629","","","","","","","","","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","","Política i govern | Politics and government | Política y gobierno | Districtes municipals | Local districts | Distritos municipales | Recursos humans | Human capital | Recursos humanos | Gestió del coneixement | Knowledge management | Gestión del conocimiento","Sector públic","monografies","","Gobernanza social e inteligente : una nueva organización para el Ayuntamiento de Barcelona","","text","info:eu-repo/semantics/book",""
"","","Campanya per a la Millora del Paisatge Urbà (Barcelona) | Institut Municipal del Paisatge Urbà i la Qualitat de Vida (Barcelona)","","Barcelona | Barcelona | Barcelona","1985 | 1986 | 1987 | 1988 | 1989 | 1990 | 1991 | 1992 | 1993 | 1994 | 1995 | 1996 | 1997 | 1998 | 1999 | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010","","2009","2009","","","Commemoració dels 25 anys de Barcelona Posa't Guapa","","","","","","","","application/pdf","61 p.","application/pdf","7470","","","organismes autònoms","","","http://hdl.handle.net/11703/90771","cat","Institut del Paisatge Urbà i la Qualitat de Vida | Ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Campanya per a la Millora del Paisatge Urbà (Barcelona) | Urbanisme | Rehabilitació de l'habitatge | Campanyes publicitàries | Campanya per a la Millora del Paisatge Urbà (Barcelona) | City planning | Housing rehabilitation | Advertising | Campanya per a la Millora del Paisatge Urbà (Barcelona) | Urbanismo | Rehabilitación de viviendas | Publicidad","Urbanisme i infraestructures","monografies","","25 anys posant Barcelona guapa: Campanya per a la protecció i millora del paisatge urbà","","text","info:eu-repo/semantics/book",""
