"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"anual","","Institut de Cultura de Barcelona","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/pdf","6 p.","application/pdf","","","","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/110239","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Cultura de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut de Cultura de Barcelona | Municipal budgets | Institut de Cultura de Barcelona | Presupuestos municipales | Institut de Cultura de Barcelona","Economia","pressupostos","Pressupost anual 2015 de l'Institut de Cultura de Barcelona : pròrroga","Pròrroga pressupostària per a l’exercici 2017 de l'Institut de Cultura de Barcelona","text","info:eu-repo/semantics/other",""
"anual","","Fundació Navegació Oceànica Barcelona","","Barcelona | Barcelona | Barcelona","2016","No","2015-10-21","2015","","Aprovat per la Junta del Patronat de la Fundació Navegació Oceànica Barcelona de 21-10-2015","","","application/pdf","2 documents","application/pdf","","","","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/110259","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Navegació Oceànica Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Navegació Oceànica Barcelona | Budget | Fundació Navegació Oceànica Barcelona | Presupuestos | Fundació Navegació Oceànica Barcelona","Economia","pressupostos","Pressupost anual 2016 de la Fundació Navegació Oceànica Barcelona : proposta","Proposta pressupost 2016","text","info:eu-repo/semantics/other",""
"anual","","Institut Municipal d'Urbanisme (Barcelona)","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/vnd.ms-excel","2 fitxers","application/vnd.ms-excel","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110515","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupostos municipals | Institut Municipal d'Urbanisme (Barcelona) | Municipal budgets | Institut Municipal d'Urbanisme (Barcelona) | Presupuestos municipales | Institut Municipal d'Urbanisme (Barcelona)","Economia","pressupostos","Pressupost anual 2017 de l'Institut Municipal d'Urbanisme","","dataset","info:eu-repo/semantics/other",""
"","","Fundació Fòrum Ambiental","","Barcelona | Barcelona | Barcelona","2013 | 2014","No","2012","2012","","","","","application/pdf","4 p.","application/pdf","","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/109696","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Fòrum Ambiental","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Fòrum Ambiental | Budget | Fundació Fòrum Ambiental | Presupuestos | Fundació Fòrum Ambiental","Economia","pressupostos | documents digitalitzats","Pressupost 2013-2014 de la Fundació Fòrum Ambiental","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Fundació Fòrum Ambiental","","Barcelona | Barcelona | Barcelona","2015","No","2015-05-19","2015","","Aprovat pel Patronat de la Fundació de 19-05-2015","","","application/pdf","2 documents","application/pdf","","","","fundacions","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/109694","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Fòrum Ambiental","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Fòrum Ambiental | Budget | Fundació Fòrum Ambiental | Presupuestos | Fundació Fòrum Ambiental","Economia","pressupostos | documents digitalitzats","Pressupost anual 2015 de la Fundació Fòrum Ambiental","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Consorci Institut Ramon Llull","","Barcelona | Barcelona | Barcelona","2014","No","2013","2013","","Requereix les Bases d'execució del pressupost del 2014 de l'Institut Ramon Llull [http://hdl.handle.net/11703/109516]","","","application/pdf","2 documents","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/109515","cat","","","","","","Reproducció digital del document en suport original","","","http://hdl.handle.net/11703/109516","CC-BY","info:eu-repo/semantics/openAccess","Consorci Institut Ramon Llull","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci Institut Ramon Llull | Budget | Consorci Institut Ramon Llull | Presupuestos | Consorci Institut Ramon Llull","Economia","pressupostos | documents digitalitzats","Pressupost anual 2014 de l'Institut Ramon Llull","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Centre de Cultura Contemporània de Barcelona","","Barcelona | Barcelona | Barcelona","2010","No","2011-02-28","2011","","Aprovat per Decret del president del Consorci del Centre de Cultura Contemporània de Barcelona de 28-02-2011 | Es basa en el Pressupost anual del 2010 del Centre de Cultura Contemporània de Barcelona [http://hdl.handle.net/11703/109533]","","","application/pdf","56 p.","application/pdf","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/109534","cat","","","","http://hdl.handle.net/11703/109533","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Centre de Cultura Contemporània de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Centre de Cultura Contemporània de Barcelona | Budget | Centre de Cultura Contemporània de Barcelona | Presupuestos | Centre de Cultura Contemporània de Barcelona","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost anual del 2010 del Centre de Cultura Contemporània de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Agència d'Ecologia Urbana de Barcelona","","Barcelona | Barcelona | Barcelona","2011","No","2010-10-28","2010","","Aprovació definitiva per l'Assemblea General del Consorci de 28-10-2010 | És base per la Liquidació del pressupost 2011 de l'Agència d'Ecologia Urbana de Barcelona [http://hdl.handle.net/11703/110430]","","","application/pdf","97 p.","application/pdf","","","","consorcis","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/107437","cat","","","","","http://hdl.handle.net/11703/110430","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Agència d'Ecologia Urbana de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Agència d'Ecologia Urbana de Barcelona | Pressupost | Agència d'Ecologia Urbana de Barcelona | Budget | Agència d'Ecologia Urbana de Barcelona | Presupuestos","Economia","pressupostos | documents digitalitzats","Pressupost anual 2011 de l'Agència d'Ecologia Urbana de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci el Far (Barcelona)","","Barcelona | Barcelona | Barcelona","2011","No","2010-10-05","2010","","Aprovat pel Consell General del Consorci de 05-10-2010 | No s'ha presentat cap al·legació, per tant, està definitivament aprovat | És base per la Liquidació del pressupost 2011 del Consorci el Far [http://hdl.handle.net/11703/110452]","","","application/pdf","51 p.","application/pdf","","","","consorcis","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/107445","cat","","","","","http://hdl.handle.net/11703/110452","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci el Far (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci el Far (Barcelona) | Pressupost | Consorci el Far (Barcelona) | Budget | Consorci el Far (Barcelona) | Presupuestos","Economia | Medi ambient","pressupostos | documents digitalitzats","Pressupost anual 2011 del Consorci el Far","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Consorci d'Educació de Barcelona","","Barcelona | Barcelona | Barcelona","2008","No","2007","2007","","","","","application/vnd.ms-excel","1 fitxer","application/vnd.ms-excel","","","","","Mandat 2007-2011","http://hdl.handle.net/11703/110465","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupost | Consorci d'Educació de Barcelona | Budget | Consorci d'Educació de Barcelona | Presupuestos | Consorci d'Educació de Barcelona","Economia","pressupostos","Pressupost anual 2008 del Consorci d'Educació de Barcelona","","dataset","info:eu-repo/semantics/other",""
"anual","","Patronat Municipal de l'Habitatge de Barcelona","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/pdf","7 p.","application/pdf","","","","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/110546","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Patronat Municipal de l'Habitatge de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Patronat Municipal de l'Habitatge de Barcelona | Municipal budgets | Patronat Municipal de l'Habitatge de Barcelona | Presupuestos municipales | Patronat Municipal de l'Habitatge de Barcelona","Economia","pressupostos","Pressupost anual 2016 del Patronat Municipal de l'Habitatge de Barcelona : pròrroga","Pròrroga pressupostària per a l’exercici 2017 del Patronat Municipal de l'Habitatge de Barcelona","text","info:eu-repo/semantics/other",""
"Anual","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","2017","No","2016-11-15","2017","","Presentat a la Comissió d'Economia i Hisenda de 15-11-2016 | Llibre verd: document on s'inclouen els quadres i llistats que mostren el detall dels imports de les partides que comprenen els pressupostos | Versió per a l'aprovació definitiva pel Plenari del Consell Municipal de 23-12-2016 | És base pel document Gaseta municipal de Barcelona. Any 104, núm. 07 (1 març 2017) : Pressupost 2017 [http://hdl.handle.net/11703/101407] | És base pel document Pressupost general 2017 [http://hdl.handle.net/11703/99794]","","Pressupost 2017 : presentació roda de premsa | Llibre verd | Memòria explicativa | Informe de l'interventor al projecte del pressupost : any 2017 | Informe d'impacte de gènere del pressupost : anàlisi preliminar | Memòries de programa","application/pdf","6 documents","application/pdf","","","","","Mandat 2015-2019","http://hdl.handle.net/11703/108626","cat","","","","","http://hdl.handle.net/11703/101407 | http://hdl.handle.net/11703/99794","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Municipal budgets | Presupuestos municipales","Economia","pressupostos","Pressupost general 2017","","text","info:eu-repo/semantics/other",""
"anual","","Consorci del Besòs (Barcelona) | Intervenció general","","Barcelona | Barcelona | Barcelona","2015","No","2014-09-22","2014","","Aprovació inicial per la presidència del Consorci de 22-09-2014 | No s'han presentat al·legacions, per tant, està definitivament aprovat | Requereix les Bases d'execució del pressupost anual 2015 del Consorci del Besòs [http://hdl.handle.net/11703/110735]","","Informe d'intervenció al pressupost del Consorci del Besòs per a l'exercici 2015","application/pdf","48 p.","application/pdf","","","","consorcis","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/110261","cat","","","","","","Reproducció digital del document en suport original","","","http://hdl.handle.net/11703/110735","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Besòs (Barcelona) | Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci del Besòs (Barcelona) | Budget | Consorci del Besòs (Barcelona) | Presupuestos | Consorci del Besòs (Barcelona)","Economia","pressupostos","Pressupost anual 2015 del Consorci del Besòs (Barcelona)","","text","info:eu-repo/semantics/other",""
"anual","","Institut Municipal de Salut Pública (Barcelona)","","Barcelona | Barcelona | Barcelona","2002","No","2001-03-20","2001","","","","","application/pdf","42 p.","application/pdf","","","","organismes autònoms","Mandat 1999-2003","http://hdl.handle.net/11703/110498","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Salut Pública (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut Municipal de Salut Pública (Barcelona) | Municipal budgets | Institut Municipal de Salut Pública (Barcelona) | Presupuestos municipales | Institut Municipal de Salut Pública (Barcelona)","Economia","pressupostos","Pressupost anual 2002 de l'Institut Municipal de Salut Pública","","text","info:eu-repo/semantics/other",""
"","","Solucions Integrals per als Residus, S.A. (SIRESA) | Tractament i Selecció de Residus, S.A. (TERSA)","","Barcelona | Barcelona | Barcelona","","No","2018-12-20","2019","","Aprovat en el Consell d'Administració de 20-12-2018","","","application/pdf","11 p.","application/pdf","","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/115055","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Solucions Integrals per als Residus, S.A. (SIRESA) | Municipal budgets | Solucions Integrals per als Residus, S.A. (SIRESA) | Presupuestos municipales | Solucions Integrals per als Residus, S.A. (SIRESA)","Economia","pressupostos","Pressupost anual 2019 de SIRESA","","text","info:eu-repo/semantics/other",""
