"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescription","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierab","dcidentifieruri","dclanguage","dcrelationisrequiredby","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","Unnamed: 22"
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-07","2017-11-07","","","application/pdf","1 p.","Núm. Exp. 2001/16","http://hdl.handle.net/11703/108017","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Factures","Comerç","laudes","Laude 2001/2016 sobre una portabilitat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-28","2017-03-28","","","application/pdf","1 p.","Núm. Exp. 0658/16","http://hdl.handle.net/11703/105033","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude","Comerç","laudes","Laude 0658/2016 sobre acordar la inhibició en no tenir la part reclamant la condició de persona consumidora o usuària","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-16","2016-06-16","","","application/pdf","1 p.","Núm. Exp. 0377/16","http://hdl.handle.net/11703/99114","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0377/2016 sobre unes sabates controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-29","2016-11-29","","","application/pdf","1 p.","Núm. Exp. 1204/15","http://hdl.handle.net/11703/102600","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1204/2015 sobre dos factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-07","2016-06-07","","","application/pdf","1 p.","Núm. Exp. 0205/16","http://hdl.handle.net/11703/99040","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0205/2016 sobre problemes en la instal·lació d'una línia","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-19","2016-04-19","","","application/pdf","1 p.","Núm. Exp. 1941/15","http://hdl.handle.net/11703/98676","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1941/2015 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-12-13","2016-12-13","","","application/pdf","Ajuntament de Barcelona","Núm. Exp. 0337/16","http://hdl.handle.net/11703/99987","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0337/2016 sobre el retorn duna fiança","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-14","2017-02-14","","","application/pdf","1 p.","Núm. Exp. 0950/16","http://hdl.handle.net/11703/101789","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0950/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-04","2017-05-04","","","application/pdf","1 p.","Núm. Exp. 0680/16","http://hdl.handle.net/11703/105997","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Ferrocarrils","Comerç","laudes","Laude 0680/2016 sobre l'avaria d'un terminal en un viatge en tren","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-04","2017-04-04","","","application/pdf","1 p.","Núm. Exp. 0838/16","http://hdl.handle.net/11703/105320","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0838/2016 sobre el procés de neteja d'unes fundes de sofà","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-27","2016-09-27","","","application/pdf","1 p.","Núm. Exp. 0878/16","http://hdl.handle.net/11703/99615","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0878/2016 sobre l'augment d'una quota contractada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-05","2016-04-05","","","application/pdf","1 p.","Núm. Exp. 1732/15","http://hdl.handle.net/11703/98338","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1732/2015 sobre el procés de neteja d'un vestit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-31","2016-05-31","","","application/pdf","1 p.","Núm. Exp. 1971/15","http://hdl.handle.net/11703/99042","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1971/2015 sobre uns canvis de titularitat i portabilitat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-16","2016-02-16","","","application/pdf","1 p.","Núm. Exp. 1711/15","http://hdl.handle.net/11703/97964","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1711/2015 sobre la reparació d'un aparell","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-07","2017-09-07","","","application/pdf","1 p.","Núm. Exp. 1639/16","http://hdl.handle.net/11703/107934","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 1639/2016 sobre l'aplicació d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-01-24","2017-01-24","","","application/pdf","1 p.","Núm. Exp. 0702/16","http://hdl.handle.net/11703/102398","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Tractament de bellesa","Comerç","laudes","Laude 0702/2016 sobre un tractament d'estètica","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-28","2017-02-28","","","application/pdf","1 p.","Núm. Exp. 1059/16","http://hdl.handle.net/11703/104922","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laudo 1059/2016 sobre unas llamadas controvertidas","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-10-04","2016-10-04","","","application/pdf","1 p.","Núm. Exp. 0327/16","http://hdl.handle.net/11703/99628","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0327/2016 sobre la compra d'un matalàs","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-20","2016-09-20","","","application/pdf","1 p.","Núm. Exp. 0668/16","http://hdl.handle.net/11703/99613","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0668/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-24","2016-05-24","","","application/pdf","1 p.","Núm. Exp. 0434/16","http://hdl.handle.net/11703/98925","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0434/2016 sobre un enviament internacional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","2 p.","Núm. Exp. 1553/15","http://hdl.handle.net/11703/97976","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1553/2015 sobre la quota de manteniment d'una línia","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-12","2016-01-12","","","application/pdf","1 p.","Núm. Exp. 1284/15","http://hdl.handle.net/11703/97581","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos. Garantia de qualitat","Comerç","laudes","Laude 1284/2015 sobre la garantia d'una placa base","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-07","2016-06-07","","","application/pdf","1 p.","Núm. Exp. 0199/16","http://hdl.handle.net/11703/99109","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0199/2016 sobre una targeta SIM i el funcionament d'una línia mòbil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 0947/15","http://hdl.handle.net/11703/97940","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0947/2015 sobre una contractació realitzada","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-02","2016-02-02","","","application/pdf","1 p.","Núm. Exp. 1779/15","http://hdl.handle.net/11703/97925","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1779/2015 sobre el procés de neteja d'un pantaló","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-05","2017-10-05","","","application/pdf","1 p.","Núm. Exp. 1300/16","http://hdl.handle.net/11703/107948","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 1300/2016 sobre un terminal controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-28","2017-03-28","","","application/pdf","1 p.","Núm. Exp. 0749/16","http://hdl.handle.net/11703/105035","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude","Comerç","laudes","Laude 0749/2016 sobre acordar la inhibició en no tenir la part reclamant la condició de persona consumidora o usuària","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-19","2016-07-19","","","application/pdf","1 p.","Núm. Exp. 0594/16","http://hdl.handle.net/11703/99364","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Ferrocarrils","Comerç","laudes","Laudo 0594/2016 sobre incidencias ocasionadas en un desplazamiento","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-16","2017-05-16","","","application/pdf","1 p.","Núm. Exp. 0765/16","http://hdl.handle.net/11703/106070","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Factures","Comerç","laudes","Laude 0765/2016 sobre la instal·lació d'uns vidres i finestres","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-07","2017-11-07","","","application/pdf","1 p.","Núm. Exp. 1700/16","http://hdl.handle.net/11703/108029","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 1700/2016 sobre un contracte de serveis","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-03","2016-11-03","","","application/pdf","1 p.","Núm. Exp. 0367/16","http://hdl.handle.net/11703/102402","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0367/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-25","2017-05-25","","","application/pdf","1 p.","Núm. Exp. 1342/16","http://hdl.handle.net/11703/106087","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1342/2016 sobre el funcionament d'una assecadora","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 3291/10","http://hdl.handle.net/11703/98120","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 3291/2010 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-07","2016-06-07","Rectificat pel laude de 21-09-2016 [http://hdl.handle.net/11703/99720]","","application/pdf","1 p.","Núm. Exp. 0467/16","http://hdl.handle.net/11703/99098","cat","","http://hdl.handle.net/11703/99720","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0467/2016 sobre unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-16","2016-06-16","","","application/pdf","1 p.","Núm. Exp. 0930/14","http://hdl.handle.net/11703/99252","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes administratius","Comerç","laudes","Laude 0930/2014 sobre la instal·lació realitzada d'un detector de fums","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-07","2017-11-07","","","application/pdf","1 p.","Núm. Exp. 1994/16","http://hdl.handle.net/11703/108014","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Factures","Comerç","laudes","Laude 1994/2016 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-13","2016-09-13","","","application/pdf","1 p.","Núm. Exp. 0859/16","http://hdl.handle.net/11703/99535","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0859/2016 sobre un càrrec en una factura","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-09","2017-03-09","","","application/pdf","1 p.","Núm. Exp. 0511/16","http://hdl.handle.net/11703/104952","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0511/2016 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-19","2016-01-19","","","application/pdf","1 p.","Núm. Exp. 1341/15","http://hdl.handle.net/11703/97802","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1341/2015 sobre una targeta prepagament anul·lada i la recuperació de la numeració de la línia mòbil","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-28","2017-09-28","","","application/pdf","1 p.","Núm. Exp. 1452/16","http://hdl.handle.net/11703/107773","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude","Comerç","laudes","Laude 1452/2016 sobre una inhibició","text",""
